Number,Title
5480,minimal supersymmetric standard model mssm
5481,interference bose condensate
5482,supersoft x-ray source m31
5483,covariant background field calculation ultraviolet counterterms
5484,dynamical supersymmetry breaking
5485,new modulus space string background independence consistency condition
5486,polarized lambda current fragmentation region
5487,evolution chiral-odd twist-3 distribution hlx large-nc qcd
5488,cosmic vortons particle physic constraint
5489,reply comment singularity quantum cosmology
5490,modified quark-meson coupling model nuclear matter
5491,gauge theory momentumcurvature representation
5492,polarized structure function bag model
5493,qcd selection rule polarized hadron collision
5494,quantum gravity turning point semiclassical approximation
5495,magneto-optical evidence percolation nature metal-insulator transition electron system
5496,fluctuation-induced interaction rod membrane
5497,context high energy qcd spin physic
5498,quark matter strong magnetic field
5499,cutting rule finite temperature
5500,method nonuniform bose gas
5501,color singlet suppression quark-gluon plasma formation
5502,unreasonable effectiveness quantum field theory
5503,liouville vortex varphi4 kink solution seiberg--witten equation
5504,screening high-t qcd
5505,spin twist hadron structure deep inelastic process
5506,ucsb south pole 1994 cmb anisotropy measurement constraint open flat-lambda cdm cosmogony
5507,excitation d-strings entropy duality
5508,three-anyon harmonic
5509,second class current qcd sum rule
5510,global colour model qcd relationship njl model chiral perturbation theory model
5511,supernatural inflation
5512,qcd sum rule chiral symmetry breaking
5513,signature technicolor model gim mechanism
5514,bound state threshold resonance quantum wire circular bend
5515,additional analytically exact solution three-anyons
5516,physic inside topological quantum field theory
5517,supernatural inflation inflation supersymmetry small parameter
5518,twisted chiral condensate qcd finite temperature
5519,phenomenological constraint higgs pseudo-goldstone boson mechanism supersymmetric gut theory
5520,unsupervised acquisition lexicon continuous speech
5521,tentative appraisal compatibility small-scale cmb anisotropy detection context cobe-dmr-normalized open flat cdm cosmogony
5522,rpa description electric polarizability nucleon
5523,recovering relativistic nuclear phenomenology quark-meson coupling model
5524,lorentz anomaly 11-dimensional radiating black hole
5525,three-dimensional quantum electrodynamics effective interaction
5526,string center mass operator effect brst cohomology
5527,change string coupling
5528,threshhold singularity magnetic mass hot qcd
5529,dimensionally reduced effective theory quark high temperature qcd
5530,dynamical breaking cpt symmetry defect network baryogenesis
5531,radiation-dominated quantum friedmann model
5532,two lecture two-dimensional gravity
5533,anisotropic scaling threshold critical dynamic driven directed line
5534,disambiguating noun grouping respect wordnet sens
5535,nuclear physic --- frontier knowledge
5536,parity violation quasielastic electron scattering closed-shell nucleus
5537,spindisorder correlation duality c12 string
5538,geometric approach free variable loop equation discretized theory gravity
5539,area preserving diffeomorphisms 2-d gravity
5540,energy-momentum tensor improvement two dimension
5541,calculation aharonov-bohm wave function
5542,baryon mass second order large-n chiral perturbation theory
5543,spin structure function nucleon
5544,status report chiral dynamic theory experiment
5545,spin structure nucleon asymptotic limit
5546,perfect lattice action quark gluon
5547,random matrix model calogero-sutherland model novel current-density mapping
5548,higher-order gravitational perturbation cosmic microwave background
5549,heterotic coset model string vacuum
5550,contrasting real-time dynamic screening phenomenon finite temperature
5551,operator expansion high-energy scattering
5552,classical kinetics hard thermal phenomenon high temperature qcd
5553,polarizabilities gluon field polarized nucleon
5554,gluon spin nucleon
5555,challenging weak-scale supersymmetry collider
5556,chronological inversion method dirac matrix hybrid monte carlo
5557,singularity scalar field quantum cosmology
5558,mesonic correction shape quark distribution
5559,doublet-triplet splitting problem higgses pseudogoldstone boson
5560,giant microwave absorption metallic grain relaxation mechanism
5561,local approximation gravitational collapse cold matter
5562,fold bosonization non-triviality classical limit string theory
5563,time-dependent quantum scattering dimensional gravity
5564,string-inspired gravity interacting point particle
5565,vacuum vertex ghost-dilaton
5566,locality strange sea nucleon
5567,baryogenesis flat direction supersymmetric standard model
5568,consequence supergravity gauged u1r symmetry
5569,matching perturbative non-perturbative physic power accuracy heavy-quark effective theory
5570,strangelets finite entropy
5571,flat direction baryogenesis supersymmetric theory
5572,current fluctuation single tunnel junction
5573,non-equilibrium quantum noise chiral luttinger liquid
5574,dynamic scaling phenomenon growth process
5575,estimate minimal noise quantum conductor
5576,black hole radiation without weyl anomaly
5577,area-preserving structure massless matter-gravity field dimension
5578,variety vacuum classical supersymmetric gauge theory
5579,gluon condensate lattice qcd
5580,wilson expansion power accuracy
5581,exact matching condition matrix element lattice overlinems scheme
5582,averaged energy condition evaporating black hole
5583,quantal modification wheeler dewitt equation
5584,spectral correlation response function quantum dot
5585,network model localization random magnetic field
5586,topological order edge excitation fqh state
5587,theory underdoped cuprates
5588,spectral correlation metal mobility edge
5589,rees-sciama effect cdm universe
5590,strangelets finite temperature
5591,massive dilaton topological gravity
5592,physical state matter-coupled dilaton gravity
5593,area-preserving structure anomaly 11-dimensional quantum gravity
5594,destabilizing divergence supergravity theory two loop
5595,meron-cluster simulation -vacuum 2-d o3-model
5596,gravitational lensing effect cosmic microwave background anisotropy power spectrum approach
5597,relativistic hydrodynamics heavy--ion collision compression nuclear matter phase transition quark--gluon plasma
5598,spatial correlation quantum chaotic system time-reversal symmetry theory experiment
5599,quantum boltzmann equation composite fermion interacting gauge field
5600,discourse processing dialogue multiple thread
5601,so10 possible scenario new physic neutrino sector baryogenesis
5602,effective potential improvement -expansions electroweak phase transition
