Title,Authors
Combined Chiral Dynamics andMITBag Model Study of Strong Σ^{(*)}_Q \to Λ_QπDecays,Chien-Wen Hwang
CPT- and Lorentz-symmetry breaking: a review,Ralf Lehnert
Ruppeiner theory of black hole thermodynamics,"Jan E Aman, James Bedford, Daniel Grumiller, Narit Pidokrajt, John Ward"
"An Anthological Review of Research Utilizing MontyLingua, a Python-Based End-to-End Text Processor",Maurice HT Ling
Effectiveness of Garbage Collection inMIT/GNU Scheme,"Amey Karkare, Amitabha Sanyal, Uday Khedker"
"Julian Schwinger: Nuclear Physics, the Radiation Laboratory, Renormalized QED, Source Theory, and Beyond",K. A. Milton
Neutron star matter in the quark-meson coupling model in strong magnetic fields,"P. Yue, H. Shen"
An Electroweak Oscillon,N. Graham
Homage to Ettore Majorana,R. Jackiw
Stringy Instantons and Quiver Gauge Theories,"Bogdan Florea, Shamit Kachru, John McGreevy, Natalia Saulina"
Plausible Explanation Attempts against the Supraluminal Propagation of Light,Petra Schulz
Effect of revised $R_n$ measurements on extended Gari-Krumpelmann model fits to nucleon electromagnetic form factors,Earle L. Lomon
"Measurement of the proton electric to magnetic form factor ratio from \vec ^1H(\vec e, e'p)","C. B. Crawford, A. Sindile, T. Akdogan, R. Alarcon, W. Bertozzi, E. Booth, T. Botto, J. Calarco, B. Clasie, A. DeGrush, T. W. Donnelly, K. Dow, D. Dutta, M. Farkhondeh, R. Fatemi, O. Filoti, W. Franklin, H. Gao, E. Geis, S. Gilad, W. Haeberli, D. Hasell, W. Hersman, M. Holtrop, P. Karpius"
Kaluza-Klein reduction of conformally flat spaces,"D. Grumiller, R. Jackiw"
The nonperturbative closed string tachyon vacuum to high level,"Nicolas Moeller, Haitang Yang"
Duality in 2-dimensional dilaton gravity,"D. Grumiller, R. Jackiw"
Non-local on-shell field redefinition for the SME,Ralf Lehnert
The Story of \cal O: Positivity constraints in effective field theories,"Alejandro Jenkins, Donal O'Connell"
Flow diagram of the metal-insulator transition in two dimensions,"S. Anissimova, S. V. Kravchenko, A. Punnoose, A. M. Finkel'stein, T. M. Klapwijk"
Multifractality and Conformal Invariance at 2D Metal-Insulator Transition in the Spin-Orbit Symmetry Class,"H. Obuse, A. R. Subramaniam, A. Furusaki, I. A. Gruzberg, A. W. W. Ludwig"
Temperature dependence of Mott transition in VO_2 and programmable critical temperature sensor,"Bong-Jun Kim, Yong Wook Lee, Byung-Gyu Chae, Sun Jin Yun, Soo-Young Oh, Young-Sik Lim, Hyun-Tak Kim"
Observational constraints on quark matter in neutron stars,"Nana Pan, Xiaoping Zheng"
"Counting BPS Operators in Gauge Theories: Quivers, Syzygies and Plethystics","Sergio Benvenuti, Bo Feng, Amihay Hanany, Yang-Hui He"
Monoclinic and Correlated Metal Phase in VO_2 as Evidence of the Mott Transition: Coherent Phonon Analysis,"Hyun-Tak Kim, Yong-Wook Lee, Bong-Jun Kim, Byung-Gyu Chae, Sun Jin Yun, Kwang-Yong Kang, Kang-Jeon Han, Ki-Ju Yee, Yong-Sik Lim"
Mott-Hubbard Scenario for the Metal-Insulator Transition in the Two Dimensional Electron Gas,Ping Sun
Hybrid protoneutron stars with theMITbag model,"O. E. Nicotra, M. Baldo, G. F. Burgio, H. -J. Schulze"
Electromagnetic Casimir energy with extra dimensions,"H. Alnes, K. Olaussen, F. Ravndal, I. K. Wehus"
Information Loss Paradox Tested on Chiral Fermion Coupled to a Background Dilatonic Field,Anisur Rahaman
Generalized Flux Vacua,"Jessie Shelton, Washington Taylor, Brian Wecht"
Neutrino emission from compact stars and inhomogeneous color superconductivity,"R. Anglani, M. Mannarelli, G. Nardulli, M. Ruggieri"
An AdS/CFT Calculation of Screening in a Hot Wind,"Hong Liu, Krishna Rajagopal, Urs Achim Wiedemann"
Power Corrections in Charmless Nonleptonic B-Decays: Annihilation is Factorizable and Real,"Christian M. Arnesen, Zoltan Ligeti, Ira Z. Rothstein, Iain W. Stewart"
Photoemission evidence for a Mott-Hubbard metal-insulator transition in VO$_2$,"R. Eguchi, M. Taguchi, M. Matsunami, K. Horiba, K. Yamamoto, Y. Ishida, A. Chainani, Y. Takata, M. Yabashi, D. Miwa, Y. Nishino, K. Tamasaku, T. Ishikawa, Y. Senba, H. Ohashi, Y. Muraoka, Z. Hiroi, S. Shin"
"Hole-drivenMITtheory, Mott transition in VO_2, MoBRiK","Hyun-Tak Kim, Bong-Jun Kim, Yong Wook Lee, Byung-Gyu Chae, Sun Jin Yun, Kwang-Yong Kang"
Magnetic-field-induced transition in BaVS3,"P. Fazekas, N. Barisic, I. Kezsmarki, L. Demko, H. Berger, L. Forro, G. Mihaly"
Julian Schwinger (1918-1994),K. A. Milton
Kinetic Description of a Finite Temperature Meson Gas,"Zhi Guang Tan, Dai-Mei Zhou, S. Terranova, A. Bonasera"
Solving Open String Field Theory with Special Projectors,"Leonardo Rastelli, Barton Zwiebach"
The landscape of intersecting brane models,"Michael R. Douglas, Washington Taylor"
Starting the Universe: Stable Violation of the Null Energy Condition and Non-standard Cosmologies,"Paolo Creminelli, Markus A. Luty, Alberto Nicolis, Leonardo Senatore"
"Anomalies, Hawking Radiations and Regularity in Rotating Black Holes","Satoshi Iso, Hiroshi Umetsu, Frank Wilczek"
Anomaly Cancellation in Supergravity with Fayet-Iliopoulos Couplings,"Henriette Elvang, Daniel Z. Freedman, Boris Kors"
Instanton contribution to the Sivers function,"I. O. Cherednikov, U. D'Alesio, N. I. Kochelev, F. Murgia"
"Color Superconductivity in Dense, but not Asymptotically Dense, Quark Matter","Mark Alford, Krishna Rajagopal"
The Crystallography of Strange Quark Matter,"Krishna Rajagopal, Rishi Sharma"
May We Have Your Attention: Analysis of a Selective Attention Task,"Eldan Goldenberg, Jacob R. Garcowski, Randall D. Beer"
pMatlab Parallel Matlab Library,"Nadya Bliss, Jeremy Kepner"
Estimators for local non-Gaussianities,"Paolo Creminelli, Leonardo Senatore, Matias Zaldarriaga"
Measurements of the Generalized Electric and Magnetic Polarizabilities of the Proton at Low Q2 Using the VCS Reaction,"P. Bourgeois, Y. Sato, J. Shaw, R. Alarcon, A. M. Bernstein, W. Bertozzi, T. Botto, J. Calarco, F. Casagrande, M. O. Distler, K. Dow, M. Farkondeh, S. Georgakopoulos, S. Gilad, R. Hicks, M. Holtrop, A. Hotta, X. Jiang, A. Karabarbounis, J. Kirkpatrick, S. Kowalski, R. Milner, R. Miskimen, I. Nakagawa, C. N. Papanicolas"
Fermionic extension of the scalar Born-Infeld equation and its relation to the supersymmetric Chaplygin gas,A. J. Hariton
String Field Theory,Washington Taylor
The Crystallography of Three-Flavor Quark Matter,"Krishna Rajagopal, Rishi Sharma"
CP violation and the CKM matrix,"Andreas Hocker, Zoltan Ligeti"
Inclusive semileptonic decays of the B meson,Bjorn O. Lange
Higgs-field Portal into Hidden Sectors,"Brian Patt, Frank Wilczek"
Calculating the Jet Quenching Parameter from AdS/CFT,"Hong Liu, Krishna Rajagopal, Urs Achim Wiedemann"
The Zero-Bin and Mode Factorization in Quantum Field Theory,"Aneesh V. Manohar, Iain W. Stewart"
Killing horizons kill horizon degrees,"L. Bergamin, D. Grumiller"
Knowledge Flow Analysis for Security Protocols,"Emina Torlak, Marten van Dijk, Blaise Gassend, Daniel Jackson, Srinivas Devadas"
Critical Velocities for Energy Dissipation from Periodic Motions of Impurity in Bose-Einstein Condensates,Jun Suzuki
Scaling of THz-conductivity at metal-insulator transition in doped manganites,"A. Pimenov, M. Biberacher, D. Ivannikov, A. Loidl, A. A. Mukhin, Yu. G. Goncharov, A. M. Balbashov"
Low temperature terahertz spectroscopy of n-InSb through a magnetic field driven metal-insulator transition,"X. P. A. Gao, J. Y. Sohn, S. A. Crooker"
Lab-Tutorials for teaching quantum physics (Lab-Tutorials fuer den Quantenphysik Unterricht),Michael C. Wittmann
Relativistic Covariance and Quark-Diquark Wave Functions,M. Dillig
Curvature corrections and Kac-Moody compatibility conditions,"Thibault Damour, Amihay Hanany, Marc Henneaux, Axel Kleinschmidt, Hermann Nicolai"
Implications of the measurement of the B^0_s-\bar B^0_s mass difference,"Zoltan Ligeti, Michele Papucci, Gilad Perez"
Evaluating the phase diagram of superconductors with asymmetric spin populations,"Massimo Mannarelli, Giuseppe Nardulli, Marco Ruggieri"
Optimal eigenvalues estimate for the Dirac operator on domains with boundary,Simon Raulot
The Hijazi inequality on manifolds with boundary,Simon Raulot
Spinor Casimir effect for concentric spherical shells in the global monopole spacetime,"E. R. Bezerra de Mello, A. A. Saharian"
Comments on Schnabl's analytic solution for tachyon condensation in Witten's open string field theory,Yuji Okawa
Occupation number formalism for arbitrary Nc baryons,"Dan Pirjol, Carlos Schat"
Testing the Ginzburg-Landau approximation for three-flavor crystalline color superconductivity,"Massimo Mannarelli, Krishna Rajagopal, Rishi Sharma"
Rotating star initial data for a constrained scheme in numerical relativity,"Lap-Ming Lin, Jerome Novak"
"On Separation, Randomness and Linearity for Network Codes over Finite Fields","Siddharth Ray, Michelle Effros, Muriel Medard, Ralf Koetter, Tracey Ho, David Karger, Jinane Abounadi"
Vortex creation during magnetic trap manipulations of spinor Bose-Einstein condensates,"A. P. Itin, T. Morishita, M. Satoh, O. I. Tolstikhin, S. Watanabe"
Mott transition observed by micro-Raman scattering in VO_2,"Hyun-Tak Kim, Byung-Gyu Chae, Bong-Jun Kim, Yong-Wook Lee, Sun-Jin Yun, Kwang-Yong Kang"
Quark matter imprint on Gravitational Waves from oscillating stars,"Omar Benhar, Valeria Ferrari, Leonardo Gualtieri, Stefania Marassi"
"Field Redefinitions, T-duality and Solutions in Closed String Field Theories",Yoji Michishita
Hawking Radiation from Charged Black Holes via Gauge and Gravitational Anomalies,"Satoshi Iso, Hiroshi Umetsu, Frank Wilczek"
Brane Tilings and Exceptional Collections,"Amihay Hanany, Christopher P. Herzog, David Vegh"
D-branes in Nongeometric Backgrounds,"Albion Lawrence, Michael B. Schulz, Brian Wecht"
Parity Doubling Among the Baryons,"R. L. Jaffe, D. Pirjol, A. Scardicchio"
Magnetism near the metal-insulator transition in two-dimensional electron systems: the role of interaction and disorder,"S. M. Fazeli, K. Esfarjani, B. Tanatar"
Separation of orbital contributions to the optical conductivity of BaVS$_3$,"I. Kezsmarki, G. Mihaly, R. Gaal, N. Barisic, A. Akrap, H. Berger, L. Forro, C. C. Homes, L. Mihaly"
Localization of electronic states in amorphous materials: recursive Green's function method and the metal-insulator transition at E<>0,"Alexander Croy, Rudolf A. Roemer, Michael Schreiber"
Embedded minimal surfaces,William P. Minicozzi II
On The Formality Theorem for the Differential Graded Lie Algebra of Drinfeld,PoNing Chen
Triangle Anomalies from Einstein Manifolds,"Sergio Benvenuti, Leopoldo A. Pando Zayas, Yuji Tachikawa"
The CKM matrix and CP violation (in the continuum approximation),Zoltan Ligeti
Evidence of ferromagnetic quantum phase transition in Ba$_{1-x}$Sr$_x$VS$_3$,"Andrea Gauzzi, Neven Barišic, Francesca Licci, Gianluca Calestani, Fulvio Bolzoni, Patrik Fazekas, Edi Gilioli, László Forró"
Radiation Transport Around Kerr Black Holes,Jeremy D. Schnittman
A Chandra Snapshot Survey of Representative High-Redshift Radio-Loud Quasars from the Parkes-MIT-NRAO Sample,"L. A. Lopez, W. N. Brandt, C. Vignali, D. P. Schneider, G. Chartas, G. P. Garmire"
Long-Distance Quantum Communication with Neutral Atoms,"Mohsen Razavi, Jeffrey H. Shapiro"
Ambiguous model learning made unambiguous with 1/f priors,"Gurinder Singh Atwal, William Bialek"
One loop boundary effects: techniques and applications,Valery N. Marachevsky
Chiral Effective-Field Theory in the Delta(1232) Region: Pion Electroproduction on the Nucleon,"Vladimir Pascalutsa, Marc Vanderhaeghen"
Universality and m_X cut effects in B -> Xs l+ l-,"Keith S. M. Lee, Zoltan Ligeti, Iain W. Stewart, Frank J. Tackmann"
Strategies for fast convergence in semiotic dynamics,"Andrea Baronchelli, Luca Dall'Asta, Alain Barrat, Vittorio Loreto"
The Universe is a Strange Place,Frank Wilczek
The Role of Redundancy in the Robustness of Random Boolean Networks,"Carlos Gershenson, Stuart A. Kauffman, Ilya Shmulevich"
Topological Mass Generation in Four Dimensions,"Gia Dvali, R. Jackiw, So - Young Pi"
Fundamental String Solutions in Open String Field Theories,Yoji Michishita
Weyl Symmetry and the Liouville Theory,R. Jackiw
Zero-point energy in spheroidal geometries,"A. R. Kitson, A. I. Signal"
Shape-Function Effects and Split Matching in B-> Xs l+ l-,"Keith S. M. Lee, Iain W. Stewart"
Shape-function independent relations of charmless inclusive B-decay spectra,Bjorn O Lange
Parity Doubling and SU(2)_L x SU(2)_R Restoration in the Hadron Spectrum,"Robert L. Jaffe, Dan Pirjol, Antonello Scardicchio"
"Charge ordering, stripes and phase separation in manganese perovskite oxides: an STM/STS study","Ch. Renner, G. Aeppli, H. M. Ronnow"
Baryon number and strangeness: signals of a deconfined antecedent,"A. Majumder, V. Koch, J. Randrup"
The role of a dynamical measure and dynamical tension in brane creation and growth,"Stefano Ansoldi, Eduardo I. Guendelman, Euro Spallucci"
On Closed String Tachyon Dynamics,"Daniel Z. Freedman, Matthew Headrick, Albion Lawrence"
Effective degrees of freedom of the Quark-Gluon Plasma,"P. Castorina, M. Mannarelli"
"SCET Analysis of B -> K pi, B -> K Kbar, and B -> pi pi Decays","Christian W. Bauer, Ira Z. Rothstein, Iain W. Stewart"
Thermal and interfacial properties of a Quark Gluon Plasma droplet in a hadronic medium via a statistical model,"R. Ramanathan, Agam K. Jha, S. S. Singh, K. K. Gupta"
The CP asymmetry in B^0(t) -> K_S π^0 γin the Standard Model,"Benjamin Grinstein, Dan Pirjol"
The Minimal Model for Dark Matter and Unification,"Rakhi Mahbubani, Leonardo Senatore"
The nucleon axial charge in full lattice QCD,"LHPC collaboration, R. G. Edwards, G. T. Fleming, Ph. Hagler, J. W. Negele, K. Orginos, A. Pochinsky, D. B. Renner, D. G. Richards, W. Schroers"
Polarons and Bipolarons in Holstein and Holstein $t-J$ models by Dynamical Mean Field Theory,"S. Ciuchi, M. Capone, E. Cappelluti, G. Sangiovanni"
Phonons as a Probe of the Low Temperature Metal Insulator Transition in Na.75Co.95Ni.05O2,"M. Premila, A. Bharathi, P. Yasodha, N. Gayathri Y. Hariharan, C. S. Sundar"
1/f Noise In Low Density Two-Dimensional Hole Systems In GaAs,"G. Deville, R. Leturcq, D. L'Hote, R. Tourbot, C. J. Mellor, M. Henini"
On the general equation of motion of quantum thermodynamics and the distinction between quantal and nonquantal uncertainties,Gian Paolo Beretta
Extended quark mass density- and temperature- dependent model and the deconfinement phase transition,"Wei Liang Qian, Ru-Keng Su"
Analysis of Dynamic Multiplicity Fluctuations at PHOBOS,Zhengwei Chai
Kahler Anomalies in Supergravity and Flux Vacua,"Daniel Z. Freedman, Boris Kors"
Inheritance principle and Non-renormalization theorems at finite temperature,"Mauro Brigante, Guido Festuccia, Hong Liu"
Gravitational Correction to Running of Gauge Couplings,"Sean P. Robinson, Frank Wilczek"
Example of a Hidden Flavor Sector,"Brian Patt, David Tucker-Smith, Frank Wilczek"
Model study of generalized parton distributions with helicity flip,Sergio Scopetta
Next to Minimal Flavor Violation,"Kaustubh Agashe, Michele Papucci, Gilad Perez, Dan Pirjol"
Hadron structure with light dynamical quarks,"LHPC Collaboration, Robert G. Edwards, George Taminga Fleming, Philipp Hagler, John W. Negele, Kostas Orginos, Andrew V. Pochinsky, Dru B. Renner, David G. Richards, Wolfram Schroers"
The Quark Structure of Pentaquarks,"O. Jahn, J. W. Negele, D. Sigaev"
Hadron Structure from Lattice QCD,"LHPC collaboration, B. Bistrovic, R. G. Edwards, G. Fleming, Ph. Hagler, J. W. Negele, K. Orginos, A. Pochinsky, D. B. Renner, D. G. Richards, W. Schroers"
What we are learning about the Quark Structure of Hadrons from Lattice QCD?,J. W. Negele
Space-times produced by a time-dependent scalar field,S. -Y. Pi
Weyl Invariant Dynamics in 3 Dimensions,R. Jackiw
Scaling at the Energy-driven Metal-Insulator Transition and the Thermoelectric Power,"Alexander Croy, Rudolf A. Roemer"
Gravitational Waves from Phase-Transition Induced Collapse of Neutron Stars,"L. -M. Lin, K. S. Cheng, M. -C. Chu, W. -M. Suen"
Limits on non-Gaussianities from WMAP data,"Paolo Creminelli, Alberto Nicolis, Leonardo Senatore, Max Tegmark, Matias Zaldarriaga"
Distributions of Charged Hadrons Associated with High pT Particles,Fuqiang Wang
Multiparticle angular correlations: a probe for the sQGP at RHIC,"W. G. Holzmann, N. N. Ajitanand, J. M. Alexander, P. Chung, M. Issah, R. A. Lacey, A. Taranenko, A. Shevel"
On Volume Stabilization by Quantum Corrections,"Marcus Berg, Michael Haack, Boris Kors"
String Loop Corrections to Kahler Potentials in Orientifolds,"Marcus Berg, Michael Haack, Boris Kors"
Constraint equations for heavy-to-light currents in SCET,"Christian M. Arnesen, Joydip Kundu, Iain W. Stewart"
A two-loop relation between inclusive radiative and semileptonic B-decay spectra,"Bjorn O. Lange, Matthias Neubert, Gil Paz"
Factorization in exclusive semileptonic radiative B decays,"Vincenzo Cirigliano, Dan Pirjol"
